issue_id,commit_id,method,score
MNG-2098,ed18f8b7c6e37ef3284647e8d1fa896385777f70,default,1
MNG-2103,997c3110c62da50c8637ded14e54c75ae9822d9e,default,1
MNG-2124,5ec1f2d3cc5419c6958c66452437e3160aa96d97,default,1
MNG-2124,32d8679253197b09529f44a6b789eee0ca0a6ac7,default,1
MNG-2124,fc77014cfeccbb2e74b67616a7b5049ee29d8813,default,1
MNG-2130,1c23ee16a4d80186a6d4ec77eb6ea3d2d8e09231,default,1
MNG-2130,d69fe06e8df14ceb0b2fbf72d3221bdec3831f24,default,1
MNG-2136,bd6aa12253c17ae6d6bf9732d8bea30577306b68,default,1
MNG-2145,5e8a0a09066502606cae4742ae62a3231c92ea67,default,1
MNG-2146,a6983a59abbc3f3b86b0959d122b3e52fe7f2f32,default,1
MNG-2147,f930fac38a2aacd10aff172f72a6b41441c32132,default,1
MNG-2174,6c6513cad31d3f82e31562e62fe1f08c94977f41,default,1
MNG-2174,778f044ed92673ad03ab21b0ea9a8b77bd22b4ab,default,1
MNG-2186,32d8679253197b09529f44a6b789eee0ca0a6ac7,default,1
MNG-2221,cc859f5cfb0950cdb307c52884e7a3e0764f2ff6,default,1
MNG-2222,bd1f3b58e5de42ab2cd1122793b805c2551777a7,default,1
MNG-2228,5a2439e75078acd770d6e59c7842f20adbc2bc25,default,1
MNG-2228,a6ddaac0b557b1f9c8dc58aa841adac19c530013,default,1
MNG-2228,3d073bd7d3e652c4c6e472f3f4cdc23847ef85f6,default,1
MNG-2228,6a36ae3b72cdc70c0ea58e7f174a0d0dbf223da1,default,1
MNG-2234,97e9f53ac321e27b05330ba7a9c55d7b509a05af,default,1
MNG-2244,2095f803059bab370b3fc80367b07a866f257792,default,1
MNG-2244,4fc35bac02ac23e974a60f27090f36b49503f948,default,1
MNG-2244,68e38e54af97aa1c8b603894ca2b4acd1eea93ac,default,1
MNG-225,85cc412a5f07ec68abc9b83025e4c5f2dca3ec4f,default,1
MNG-2254,353cd5bac453a1ba698f9fb905b11e868ac00d2c,default,1
MNG-2254,eecea0895ef007e2c05ed8b544fb0947f170bd39,default,1
MNG-226,24e9ecf4a0e63b6bf56e33ad633c617a740de464,default,1
MNG-226,8b01ca10f7aac10f989f7b808487687e8516bdb4,default,1
MNG-2276,8daea5f1a79e0c91dfe15b51930fbdc34bc73d50,default,1
MNG-2277,32a9c73445c7c12ca5d7687d62f55539c4617d43,default,1
MNG-2281,f0fcef7e670ad64e55f37edcb723311ef49d323b,default,1
MNG-2282,65b412ea17f80c2b9725ed7dc2c1bf0b6c810949,default,1
MNG-229,6aa208414f277bb20647ecf55e0cf7b73a289211,default,1
MNG-2302,75c738080198713908ff33bcb96340c7d7ab1f74,default,1
MNG-2309,1c35174120c73a0d1b8ae2ab213340f6d122e623,default,1
MNG-2309,c2296be700111d244b77979c119e3225921d0c23,default,1
MNG-2318,034562a96f28a69f6b7355da8905bf13b43a008a,default,1
MNG-2330,9d1ee49281263584700a836bff8e020cbd9a6317,default,1
MNG-2339,1d9d014cde2ad17ca1f38a9d9efad3d963ecd3dd,default,1
MNG-2339,99ba1e7e8521944f285b3c859ba0086636330be5,default,1
MNG-2347,78aa1f187955464ecd839d8886264470a7d25192,default,1
MNG-2363,e3463be3d18fe84379d94bb0346627b250374642,default,1
MNG-2364,d7a1ba698d97f15520496f81d281a8ed33427101,default,1
MNG-2408,b92af0e49fded18b67a3a3cd9492ef79b022c6b1,default,1
MNG-2413,a2f2d993d7073dbf2212013b54e40e4e9557e29d,default,1
MNG-2425,0a0d6e6eeda7e6c7f82dd06e80b7ee56404e55a7,default,1
MNG-243,fcb7a1c14bb3896ac64878bd722b553799984ba9,default,1
MNG-2539,5b97ecf776c94cfd10a6f17a4b0d34df6cb322e5,default,1
MNG-255,70a510917cf14f436e62dc5ea79e9b9961379397,default,1
MNG-2560,e7594ada3eea130b16c5a90caa90e177cab02aaf,default,1
MNG-258,664a916c1737ff64d3048ef3276b3f14561de0a4,default,1
MNG-2591,fc83f1f70b5c40b7722122f463fb309d6c74d86c,default,1
MNG-260,ccfdf7af42916db224edaf295fbdc349eb269806,default,1
MNG-2603,edde7a1b58fba81d9753df91f341b5e475d32b6c,default,1
MNG-2605,27d2e3c058947559c827b78ddc1b807a585a785d,default,1
MNG-261,b4cfe5671125835f383e39935919abceca9b85b6,default,1
MNG-2648,dddd69dac1ab36dc3bf99a8cf440bcddc3ff0a68,default,1
MNG-2687,f2f86285a3d38c27f2789c4f844333e2aa982a0e,default,1
MNG-2690,d24d7049c661fbd74b779e6ded212a411955ae51,default,1
MNG-2712,06090da48662cbd672cd5bb57b48f73f318049fe,default,1
MNG-2720,2ce2f9bf2a0e03deef1f68c5ad7e3400a782721a,default,1
MNG-2729,cb381ffd76f2b561290766e625be814a026b4717,default,1
MNG-2733,23e2504d23325b034969f4977ea2c6ac7cf5785d,default,1
MNG-2739,e26974da98a413312ca805f5bdc4828714471fd0,default,1
MNG-2746,bf7d7a01a028640ff558bd872591f929795922d9,default,1
MNG-2753,c416a33a4c339350866ac1d4f1a1d8013b5d5174,default,1
MNG-2780,72f6f6d29e1353c8af870234128cfbb1e2b64a24,default,1
MNG-2784,5401fb4c6402040ebde690ef3503467ca656e516,default,1
MNG-2793,6649cb1fd46a65c2bdc4a40ad2dba1fbaa73c625,default,1
MNG-2809,a0e3d0027832e595d5d3ece5b40e41146e931c5c,default,1
MNG-2813,6cb79190cdb8883b6330a621a2befbca05f43d75,default,1
MNG-2819,17817ccc006f32f0efb773c31b6ba311153fc673,default,1
MNG-282,71cb5dc39938e4ca219729c8e0d1198cb6a79c39,default,1
MNG-2820,fae3cb98c876f49fd348d05268286d81b4bb4cbe,default,1
MNG-2827,37692fbea1f43513d92e3fa251f8e14d8e3d27bd,default,1
MNG-2829,053216ffe61fb979d3a225067229f6d782800dc8,default,1
MNG-2835,24b3c86c9b572a447705cc395550c5a19010cdd8,default,1
MNG-2847,d4c28b894d130bf10fab1072b8b66c5fb0008791,default,1
MNG-2848,e75b388cb062bd953558097033c9276bcac202a3,default,1
MNG-285,912898c7160f9ab1d1b1679be4f9e47a388c1b87,default,1
MNG-2860,605227abb7801f76f6f3c26f05bcd2bc9b29b8cf,default,1
MNG-2861,21d8a411f6aabd111eaff46ca3f736d199e656f3,default,1
MNG-2871,f9d5fb4c7adaeff4170cf357eb290c5761d89cce,default,1
MNG-2871,cfa367dff1c03dc00dc701f40878adee016d9a69,default,1
MNG-2877,7d17a9c108a75f5c184e580a6102e8b72dd92169,default,1
MNG-2878,84f0cdabdb9cf2822b73fa4e2ea1d600ee978f03,default,1
MNG-2880,67c7ec50e6bf1000e97ba7ca4c0479a31a781ce9,default,1
MNG-291,ce968a2dd9e125fe0ddc4c6de7f364703e574544,default,1
MNG-2919,5da9d28906f75fa924e6aa513eb00e29cd9d3004,default,1
MNG-2921,82146b83f0d763479990e2174c7ed00f88978cc3,default,1
MNG-2923,eb9054adfde37064255dc2748f3235953dbd1f5f,default,1
MNG-2925,4e41fbea475c8acd3e84601f9df948c9beafb5b4,default,1
MNG-2926,cab99dad5979677dde3a593d91afbf5097e79801,default,1
MNG-2934,9cb7e9af8c5defadec75bb87abbe888f9ed9401b,default,1
MNG-2935,4005482797f3efdf9d65474eb91dcd246109ffab,default,1
MNG-294,ce3665851c653760544a3e825972d360c15466c7,default,1
MNG-2961,06979601c0d890d3d074c6a45e212f5af1e8e6b4,default,1
MNG-297,f86ee59771fa79abb2b2e660da8f7f1523515408,default,1
MNG-2985,c8f8fef6a6655f1fc8f1bc394941ff1f505ed165,default,1
MNG-2988,d20f6c96fe3a5fc59bd3604bbc813b50fb69ae7f,default,1
MNG-2994,238f8c02fb5c1589342ee212b8575f1b88f67d6d,default,1
MNG-3012,962b2e233ce5cf3573182b21ac9d769eb710723b,default,1
MNG-3012,2f49e47227ec2147ea186c1abd5f8dc9a4c82e1b,default,1
MNG-3012,dc2f469a103ea5bb92be2fd08dab31ef9470a3cb,default,1
MNG-3027,d25dd879f3559176660cc581f7abaec92c7d5166,default,1
MNG-3037,0c1b689e520d9290a4a7d1e84648a780f05e1aab,default,1
MNG-3043,ce6a726a03425396ef59fa8af12ed2ab084d2231,default,1
MNG-3043,f9d5fb4c7adaeff4170cf357eb290c5761d89cce,default,1
MNG-3046,219afd51b10b524f93ba2c0b6d246ed03658390f,default,1
MNG-309,a02dd8e9d9aaffdb94bdd99bc03f97bd6e1acf79,default,1
MNG-309,d7e66db2538eea45c6bf7b505d111fb6963fe79f,default,1
MNG-3099,e38fa6fcc5aa1c827552b5c4217e42212e4e536d,default,1
MNG-3106,d40d830ecdb137425072cf349e58f726f2d0ce73,default,1
MNG-3106,07a035b146add31832908195806874e0543b5fb6,default,1
MNG-3131,f6f4ef5e03fe208d3c52a297a7fc6b7a819bb48c,default,1
MNG-3131,56cd921fbd7e027457ad6f45f53d57ee1e4a90bf,default,1
MNG-3133,aa0b4f4618ba6c5adf72db1b46f600b824edea18,default,1
MNG-3134,b1517c1421f0456c302c1e760dab2c255a161964,default,1
MNG-3141,959ce3f30f4229ea0f766fc17aa3de080861c6ec,default,1
MNG-316,06ebdedc0cc8998886e8f5ed00da9febe1f42b2a,default,1
MNG-3193,87b687615b66ee8d353af456c492f0bedb4c8861,default,1
MNG-3194,dc6e7c8368206151f6aa55e74638936978423843,default,1
MNG-326,85b30cf43da700b82e141c57bf959fa939bf9b10,default,1
MNG-3260,481eefc1b33fc31d40ba999db527194d9c0b227e,default,1
MNG-3272,d206986023487cdc0cd0dbb9a4b0b5b64e3b34b0,default,1
MNG-328,6003f258b3036b7a8d064e41e217919b196c4597,default,1
MNG-3281,b98795ecb914db085decea52ed44620dd2e2c983,default,1
MNG-3286,b1f048aed76dc8a1bd1544b016f43ddfa759dad8,default,1
MNG-3355,1d9d014cde2ad17ca1f38a9d9efad3d963ecd3dd,default,1
MNG-3355,b8fb4e34714549e3ffc92ec13f418c106961eb9f,default,1
MNG-3380,ae33045c9645a6e5f679a03a2ed3502a68ee50ba,default,1
MNG-3380,3a52d331415a2a114b5bf1989ac2ccf8a6dfa2c7,default,1
MNG-3391,3f7513307601cd1f0902dd1bb920593a870922ce,default,1
MNG-3391,78f361ecd41d229f5c2f9924243e2bc136ca8de8,default,1
MNG-3392,a20f8ffee8fac9ef635f20ff83a86644f566a698,default,1
MNG-3400,0ca8675e196eb45d28bb42233d9bdaeb3165b6a4,default,1
MNG-3400,53e918956626b05987baa63e9e99bf9a6775f507,default,1
MNG-3400,17d401df6c3a3674a0fe9f8aef3add3351c1a21b,default,1
MNG-3401,76b76af968f06186a16095a68a2c267234a6f4c9,default,1
MNG-3410,b19a75170489f61f6bed04b4986145c50d4bc5f3,default,1
MNG-3470,d425e273a1bd49082e0d40332dc2e02c343761f9,default,1
MNG-3473,5691b96e4d10201440d67ec06ca09009f09b6c4b,default,1
MNG-3477,14094c260ba2658be5f70255b9785729ecb8fb69,default,1
MNG-3482,3f7513307601cd1f0902dd1bb920593a870922ce,default,1
MNG-3483,3f7513307601cd1f0902dd1bb920593a870922ce,default,1
MNG-3498,82787b4ece227867b5eee187e0408a43a7d9978c,default,1
MNG-3529,bbcd44e0112a4d762f4b53b5c2d0e2f129de10df,default,1
MNG-3545,57568aa9842a54b4faebaef24c161b47c359eed5,default,1
MNG-3545,e4602cb85ad2072a017f1e171792c8b500023bcf,default,1
MNG-3567,adfb3ddeb93477292017cf9cdec9b30dbcfd0884,default,1
MNG-3574,ca2bb6a32fb90679f853c213702813f90c45838a,default,1
MNG-3586,cfbcba22a8d66a43e65bcd182b2044b837a6677f,default,1
MNG-3616,912a565ffc6f6210116f4d9ebcf18d665b32db6b,default,1
MNG-3621,60c1b6f7b6f2a4aca68fffb6c04356629b82f1e0,default,1
MNG-3637,d06897e91cd10906d4e7969c3a0789586dc62cd2,default,1
MNG-3641,c17c9564cc479f22426a81600035c7c4a5ba9e0e,default,1
MNG-3642,3d6b63bc11ccf2aa817c3e6cd5ad2e3fb1dd42d5,default,1
MNG-3649,cc5827fa72713c717b9ebcab329f88b3b397af6d,default,1
MNG-3653,556254c8c3f4ac77fb71f16c46605b59cc67014e,default,1
MNG-3654,cf01846d8d5163b595c900cd00015b907a362505,default,1
MNG-366,5a0904e9fd0530c9ad08c82576950d96760aada5,default,1
MNG-366,9d31796e99f1c6693664c8de7c8af8c0c2a1b4e1,default,1
MNG-3677,556254c8c3f4ac77fb71f16c46605b59cc67014e,default,1
MNG-3679,2881df10465b9a9a92d24838f0181bb379cdee3b,default,1
MNG-3680,a5dfd7f3389b62f8f1a58f001c1e219c4465a334,default,1
MNG-3682,4eb9671e71e0a9aa0556b17f9fda3b0ad3e859f0,default,1
MNG-373,967fa8782064e580110e219024ce0a50e34f683f,default,1
MNG-3732,29df2bf1bffaff738fa4d7e840bf1df8582eda23,default,1
MNG-374,e0b2aea99e0aa5421d17d1c656a915db53fb3096,default,1
MNG-3769,95632cef43819559771a54c06eb35569e81cb214,default,1
MNG-3797,378ee24d222ec65646dbd14b630bfa705199f5eb,default,1
MNG-3811,d2c1d1e42e1d1946fcea51da38de86a509293197,default,1
MNG-3813,4378d40c7b730b43d1f4f1ba2eadd8717c5107ff,default,1
MNG-3814,2f8d3981f9d17c51368b8240a8d25e38b54021fa,default,1
MNG-3819,c501175f791ff0ca4bc5a3cc4ed4905fb6caeed9,default,1
MNG-3821,379f61466056401fecfc893430eecb64643771b3,default,1
MNG-3821,01f81a5d113560a7aac79c5a541fb918a237b20b,default,1
MNG-3821,f39ec410da8e03604968d73b3ef89deaddddb124,default,1
MNG-3821,b6d3fe1cde758031fe627820b3542f301ead93d6,default,1
MNG-3822,3a61ccdc8ef213053aeef22773907326e075207a,default,1
MNG-3827,2881df10465b9a9a92d24838f0181bb379cdee3b,default,1
MNG-3831,07fb54342240afeda00a95a266b357ec8c2261e2,default,1
MNG-3839,1f6060121d24e32f4498455d97a592385fa231e0,default,1
MNG-3843,2cb49a84ac59d401ce92cc10143a5eb09f55b981,default,1
MNG-3843,83440b7c011d458e7fe6fd760c32923844af33ea,default,1
MNG-3845,39d13c66a6182887e07b59f999aa432dfc9856ef,default,1
MNG-3846,81048a856ee20830bb8ce40d10b581f5bd2cb9d2,default,1
MNG-3846,0d28d1719a8ff90dcea3afb7b948527aeec2241d,default,1
MNG-3853,5888994149fc27547ed92ff58c4823faeb17ca9f,default,1
MNG-3856,e52473272d0b3b692a1c72ee166aced7e4b4a4e1,default,1
MNG-3863,252065d9b413927c81c98a13e8cf474d4f9f73bd,default,1
MNG-3863,d12af86b03b5bf513331097100298b7b46e8fcdf,default,1
MNG-3864,1c2b979977d09e05a3a9bd2a0b2644773e3157af,default,1
MNG-3877,778f044ed92673ad03ab21b0ea9a8b77bd22b4ab,default,1
MNG-3885,247efed7351236c4c6912b8a5e483aa04d01a931,default,1
MNG-3886,2d5cb58fe9a6c9ecef3cf0ef69c3b54dfa194123,default,1
MNG-3887,1c2b979977d09e05a3a9bd2a0b2644773e3157af,default,1
MNG-3899,49508f67add7667f10dc6ad461a0e20cedc0e1c1,default,1
MNG-3906,b954b833e56da0f11612ab7d63213a07c59cd6ff,default,1
MNG-3916,9002e05de59db39cf2b0ba54dff16e23212adc3f,default,1
MNG-3919,cb077dc469f989707b1bae096db86863e0b970b3,default,1
MNG-3933,da66dd9fd48a527c801e9fcaf74e10296c658b06,default,1
MNG-3937,036d5932e1f9f9b4e1f68482ee33808604a1f76d,default,1
MNG-3938,f3c978e962a3de435575690d521bf1c4448a6065,default,1
MNG-3943,647a0112cc8cce9f6f388a8bd39cad2aef85049f,default,1
MNG-3955,5872cd6d2e287f9bcb52e827016d253b41f03fe5,default,1
MNG-3961,fe6d32bd6cd715b4517f9eeef1f492812a8bd609,default,1
MNG-3965,15f10579d75e1bb5d021b1c996749dcb2dbd7760,default,1
MNG-397,c7d5e83520949f2577db6ad37e63c27cb10f4ae3,default,1
MNG-3973,4247360de914e5b34e121b1e32ff562625556133,default,1
MNG-3973,8cd715bc5ebb2beb1b70d42a1be6b75f9112fea9,default,1
MNG-3974,d8b2bb7b3c280052de8769570ae9d699c65c1d35,default,1
MNG-3974,9c7e0829060ef572fd6cb9209dc0b4e16d65c69d,default,1
MNG-3974,6034e26622fbc37632fc940539a9680228054a75,default,1
MNG-3978,e3bde472f931429648c74574c2827da61ae2c4cc,default,1
MNG-3979,68d8ce9d34a4f02eb23d738003f765d693b84722,default,1
MNG-3983,fcce49ff781d448ef5b3156ee77f96ce61941029,default,1
MNG-3988,62e2d40504c0932881d47fb596dbf58a3850b093,default,1
MNG-3991,2169c4a3a1bc103dc4bd09f318f2eef278c560a1,default,1
MNG-3991,3badf712515a1f6ed1f28841430d09799978428f,default,1
MNG-3997,496d8ffcb4e6d914e9b774b57ccf20e4e84098f2,default,1
MNG-3998,2d5cb58fe9a6c9ecef3cf0ef69c3b54dfa194123,default,1
MNG-4000,1c2b979977d09e05a3a9bd2a0b2644773e3157af,default,1
MNG-4007,ea2773c5ebe929311289029f882ee12a3d70493f,default,1
MNG-4008,4267580f46992744197cb94b303e50a7b9bd0a28,default,1
MNG-4008,3e6bc31a03e3ab3039f818cc4ba5120ee4ea13b6,default,1
MNG-4009,247efed7351236c4c6912b8a5e483aa04d01a931,default,1
MNG-4010,93ec09c8a548c92974673acf33a3fbb2f8cce81a,default,1
MNG-4013,650b6775d78d4de4302ec8817aed3bbc3de03abd,default,1
MNG-4034,fd1d9855df1ddbc72ed7e4ee236fb784e8dd995e,default,1
MNG-4035,759769900de4f0238dfa3a8f8dfb6085962b6549,default,1
MNG-4036,fda7685244349b9f03d483aed88d4a379f92e5be,default,1
MNG-4040,920e6b7f39c953625fef9eb200f0fb809d2b7f15,default,1
MNG-4041,12fbba751a6141bb4d28fcdb98d7dfd38da73d47,default,1
MNG-4041,1c0a588c90ba547b0e3385d76c7dcca7e22a629c,default,1
MNG-4041,2ec6f400be000eeb290e908de291396cef61818e,default,1
MNG-4041,67297ad55713dec4e251a9ffe5933f5bff86613f,default,1
MNG-4041,09f970f178ea28b93f2c8a890628d46b3fb82312,default,1
MNG-4050,fac6e8c96d5c18524ec780e148aeaa166db93e0e,default,1
MNG-4052,299a4c08435c3fa0f9747c4ae96ec8c17fbcde5f,default,1
MNG-406,32303a7958a286bd79596a9c0ebf417245ded36e,default,1
MNG-4068,dc20a5cdcf603fd580a9abdce0acb161f9eb75ef,default,1
MNG-4072,23a6dad5b835c6920695b067c36f6b6a2debbe82,default,1
MNG-4078,35c1ff3f4cc02d56e69c7d47da62ffc561291ca0,default,1
MNG-4087,334c95d85eede07055a53fbd2b4c60d07bf48a8d,default,1
MNG-410,a98961eeedc4cd03fc02694b9502939edbfe43b2,default,1
MNG-4102,f4d71c3b4877fe46b39070e61e2e8c148dc5344e,default,1
MNG-4102,0f8624c2971fa500a2abf82d91c55e82aec57a10,default,1
MNG-4106,81bd2d7cd152c959336fcb63f13c776933331505,default,1
MNG-4106,1f1ef561e53bc5774bdc1412e239ecf3c9407e20,default,1
MNG-4107,e2b3bace10afa285bb558b2ef3a357fc31682c82,default,1
