issue_id,class_id,method,score
c66610a6e4ff95a54149ce508b31971f7549be5b,sourceCode/maven-core/src/main/java/org/apache/maven/monitor/logging/DefaultLog.java,default,1
c66610a6e4ff95a54149ce508b31971f7549be5b,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
76f82eefc960d0638f608bdc6b2b8a458e6b833c,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
76f82eefc960d0638f608bdc6b2b8a458e6b833c,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
76f82eefc960d0638f608bdc6b2b8a458e6b833c,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginManager.java,default,1
575f0e8c1b9840e4699eefdcee76d128f29f6feb,sourceCode/maven-core/src/main/java/org/apache/maven/DefaultMaven.java,default,1
575f0e8c1b9840e4699eefdcee76d128f29f6feb,sourceCode/maven-core/src/main/java/org/apache/maven/execution/MavenExecutionResponse.java,default,1
575f0e8c1b9840e4699eefdcee76d128f29f6feb,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
37f2a94bf2253bdb05f2fb7a9b83dadc2621dd81,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
37f2a94bf2253bdb05f2fb7a9b83dadc2621dd81,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/ActiveProjectArtifact.java,default,1
581b2ce87169a850412364273703ea997b9587b8,sourceCode/maven-project/src/main/java/org/apache/maven/project/inheritance/DefaultModelInheritanceAssembler.java,default,1
24a5bf45258396c78d3f639ee6d56727fe24032e,sourceCode/maven-project/src/main/java/org/apache/maven/project/inheritance/DefaultModelInheritanceAssembler.java,default,1
e4a3f7dd232164bb0b1e06347f6471bc7dd720d0,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,default,1
70ab341c649274950da47532b245ff1b24aeacda,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
70ab341c649274950da47532b245ff1b24aeacda,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/version/DefaultPluginVersionManager.java,default,1
70ab341c649274950da47532b245ff1b24aeacda,sourceCode/maven-plugins/maven-project-info-reports-plugin/src/main/java/org/apache/maven/report/projectinfo/DependenciesReport.java,default,1
70ab341c649274950da47532b245ff1b24aeacda,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
70ab341c649274950da47532b245ff1b24aeacda,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProjectBuilder.java,default,1
70ab341c649274950da47532b245ff1b24aeacda,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/MavenMetadataSource.java,default,1
1d42338bb7495912121556b0fdb06b04f1d38082,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/manager/DefaultWagonManager.java,default,1
1d42338bb7495912121556b0fdb06b04f1d38082,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/repository/DefaultArtifactRepository.java,default,1
1d42338bb7495912121556b0fdb06b04f1d38082,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/repository/DefaultArtifactRepositoryFactory.java,default,1
1d42338bb7495912121556b0fdb06b04f1d38082,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,default,1
1d42338bb7495912121556b0fdb06b04f1d38082,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/repository/ArtifactRepository.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-archetype/maven-archetype-core/src/main/java/org/apache/maven/archetype/DefaultArchetype.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact-ant/src/main/java/org/apache/maven/artifact/ant/DependenciesTask.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact-ant/src/main/java/org/apache/maven/artifact/ant/InstallWagonProviderTask.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/Artifact.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/AbstractArtifactResolutionException.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ArtifactNotFoundException.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ArtifactResolutionException.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ArtifactResolver.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ResolutionNode.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/TransitiveArtifactResolutionException.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/OverConstrainedVersionException.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/VersionRange.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-core/src/main/java/org/apache/maven/DefaultMaven.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-core/src/main/java/org/apache/maven/extension/DefaultExtensionManager.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-core/src/main/java/org/apache/maven/extension/ExtensionManager.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginManager.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginNotFoundException.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-core/src/main/java/org/apache/maven/usability/ArtifactResolverDiagnoser.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-plugins/maven-eclipse-plugin/src/main/java/org/apache/maven/plugin/eclipse/EclipseClasspathWriter.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProjectBuilder.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/ActiveProjectArtifact.java,default,1
245d512c4ac4ec254def8a4f983ac322322e25a7,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/AttachedArtifact.java,default,1
5304aecb463155a09959f5f2f84398086f8279e6,sourceCode/maven-project/src/main/java/org/apache/maven/project/injection/DefaultProfileInjector.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-core/src/main/java/org/apache/maven/DefaultMaven.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-core/src/main/java/org/apache/maven/cli/MavenCli.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/version/DefaultPluginVersionManager.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-core/src/main/java/org/apache/maven/usability/ArtifactNotFoundDiagnoser.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-core/src/main/java/org/apache/maven/usability/ProjectBuildDiagnoser.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-mboot2/src/main/java/download/ArtifactDownloader.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-mboot2/src/main/java/download/RepositoryMetadata.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-plugins/maven-projecthelp-plugin/src/main/java/org/apache/maven/plugins/projecthelp/DescribeMojo.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-project/src/main/java/org/apache/maven/project/InvalidModelException.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-project/src/main/java/org/apache/maven/project/InvalidProjectModelException.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-project/src/main/java/org/apache/maven/project/ProjectBuildingException.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-project/src/main/java/org/apache/maven/project/ProjectUtils.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/ActiveProjectArtifact.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/MavenMetadataSource.java,default,1
f685d8605d2680e70b1ff2895947d2d11787e3c9,sourceCode/maven-settings/src/main/java/org/apache/maven/settings/RuntimeInfo.java,default,1
2bbd09083f2a812cfa9148072718df7b38f86fe6,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,default,1
1bdeecccadb9951fd48550a7aa3b9ee23ea111bc,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
1bdeecccadb9951fd48550a7aa3b9ee23ea111bc,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ResolutionNode.java,default,1
b874063d6571eb704ddabd7162c43cf78d092b35,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
d848ba2acdd2d1f74669f92d99688bb86c278af0,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginConfigurationException.java,default,1
3ea056c92868ee2269fe3e34fb55502d335e1fdc,sourceCode/maven-core-it-support/1.3/src/main/java/org/apache/maven/it/Support.java,default,1
3ea056c92868ee2269fe3e34fb55502d335e1fdc,sourceCode/maven-core-it-support/1.4/src/main/java/org/apache/maven/it/Support.java,default,1
31f17512f5cb5a9974a0f79ffd81883ecfe3bf11,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
31f17512f5cb5a9974a0f79ffd81883ecfe3bf11,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ResolutionNode.java,default,1
31f17512f5cb5a9974a0f79ffd81883ecfe3bf11,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/filter/ScopeArtifactFilter.java,default,1
724e4f39f4fed72f24d35527391be5c055cf6dfc,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProject.java,default,1
221ddfcd8bf4ef0f3299421da35cb4273edf53a1,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProject.java,default,1
0df347f0e56141c1af74b63da07dc9e35fc1144e,sourceCode/maven-plugins/maven-javadoc-plugin/src/main/java/org/apache/maven/plugin/javadoc/JavadocReport.java,default,1
1be64231cfa24f6eea75dcc377f49f622f007849,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java,default,1
1be64231cfa24f6eea75dcc377f49f622f007849,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectHelper.java,default,1
1be64231cfa24f6eea75dcc377f49f622f007849,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProject.java,default,1
1be64231cfa24f6eea75dcc377f49f622f007849,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/AttachedArtifact.java,default,1
d8d5807faefc7e400d205e67afa1a51c153f329a,sourceCode/maven-core/src/main/java/org/apache/maven/cli/MavenCli.java,default,1
2e89dadbce89d6d5ba6f6cef8bb3e53f486defa6,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
6f562d4c87f5eb6eab06576db99b3d521962be72,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,default,1
bf8d692a15333107ab5bfc8652b5a5b88b550e07,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
bf8d692a15333107ab5bfc8652b5a5b88b550e07,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginRealmManager.java,default,1
bf8d692a15333107ab5bfc8652b5a5b88b550e07,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/MavenPluginCollector.java,default,1
bf8d692a15333107ab5bfc8652b5a5b88b550e07,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginRealmManager.java,default,1
bd76a1966e7df830347f7df9497df15433ca7b57,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/MavenPluginCollector.java,default,1
2017c78e0ae5da2814d78e8c80ced3b4fa0bdd7e,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
2017c78e0ae5da2814d78e8c80ced3b4fa0bdd7e,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginRealmManager.java,default,1
2017c78e0ae5da2814d78e8c80ced3b4fa0bdd7e,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/MavenPluginCollector.java,default,1
2017c78e0ae5da2814d78e8c80ced3b4fa0bdd7e,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginRealmManager.java,default,1
777d747d1a5f62069b95160553f2aeccb3365784,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/factory/ArtifactFactory.java,default,1
777d747d1a5f62069b95160553f2aeccb3365784,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/factory/DefaultArtifactFactory.java,default,1
777d747d1a5f62069b95160553f2aeccb3365784,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/VersionRange.java,default,1
777d747d1a5f62069b95160553f2aeccb3365784,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProject.java,default,1
6a3afa1c46b2ad8d03bbc88d38fddc463dd1d0b2,sourceCode/maven-compat/src/main/java/org/apache/maven/artifact/manager/DefaultWagonManager.java,default,1
8e85652193900b33d88e97faaf0e0d02763144dc,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
8e85652193900b33d88e97faaf0e0d02763144dc,sourceCode/maven-project/src/main/java/org/apache/maven/project/validation/DefaultModelValidator.java,default,1
9ceeebc8682f6620865baccd0d1f75396075b8cf,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
cbc583333c9b52acf2458340717a92b17efb12f5,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ArtifactNotFoundException.java,default,1
ad2dd604529eb123caad53b1289b2ed0f5672a7b,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
85ad173dbaa3e76a23cf386b1da955ea1cbb6a60,sourceCode/maven-project-builder/src/main/java/org/apache/maven/project/processor/DependencyProcessor.java,default,1
85ad173dbaa3e76a23cf386b1da955ea1cbb6a60,sourceCode/maven-project-builder/src/main/java/org/apache/maven/project/processor/ModelProcessor.java,default,1
85ad173dbaa3e76a23cf386b1da955ea1cbb6a60,sourceCode/maven-project-builder/src/main/java/org/apache/maven/project/processor/PluginProcessor.java,default,1
85ad173dbaa3e76a23cf386b1da955ea1cbb6a60,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
3488401f836433f164c57eea9a26f8ffac0126ea,sourceCode/maven-project/src/main/java/org/apache/maven/profiles/injection/DefaultProfileInjector.java,default,1
d201131b59f606519c38ec8c1138d7bcb15f48af,sourceCode/maven-core/src/main/java/org/apache/maven/cli/MavenCli.java,default,1
ffb7f270ab96dc6fc675e982a96af45d04fe5315,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
9a0b2544f20072c8aee2feb8db1b8385daf61914,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
363f82e42d19af3dfabef40f28f24b56b77cb04f,sourceCode/maven-embedder/src/main/java/org/apache/maven/embedder/MavenEmbedder.java,default,1
790f8f8fede12efcfd00b004728ab0c90258d76c,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,default,1
9584088c44039cb772bd6e4755a0138a2c68c7a2,sourceCode/maven-project/src/main/java/org/apache/maven/project/ModelUtils.java,default,1
fa34c36025b5cfd60ea7b661ef578dd018f66e2b,sourceCode/maven-settings/src/main/java/org/apache/maven/settings/SettingsUtils.java,default,1
4e955c058ae52fd1e4c4b284a3aac2408cb66e3a,sourceCode/maven-project/src/main/java/org/apache/maven/profiles/activation/OperatingSystemProfileActivator.java,default,1
eb9054adfde37064255dc2748f3235953dbd1f5f,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/VersionRange.java,default,1
82146b83f0d763479990e2174c7ed00f88978cc3,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProject.java,default,1
17a7a726c5b63d6ef27506b3c739dc10fce19a61,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/resolver/DebugResolutionListener.java,default,1
17a7a726c5b63d6ef27506b3c739dc10fce19a61,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
17a7a726c5b63d6ef27506b3c739dc10fce19a61,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ResolutionListener.java,default,1
17a7a726c5b63d6ef27506b3c739dc10fce19a61,sourceCode/maven-core/src/main/java/org/apache/maven/extension/DefaultExtensionManager.java,default,1
17a7a726c5b63d6ef27506b3c739dc10fce19a61,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/DefaultPluginManager.java,default,1
17a7a726c5b63d6ef27506b3c739dc10fce19a61,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
17a7a726c5b63d6ef27506b3c739dc10fce19a61,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProject.java,default,1
6abcb69443e836703215fea6b57e80831600855b,sourceCode/maven-settings/src/main/java/org/apache/maven/settings/DefaultMavenSettingsBuilder.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/Artifact.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/DefaultArtifact.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/factory/ArtifactFactory.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/factory/DefaultArtifactFactory.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
5b427cf0768e0f85b36f3b9406c21c8fdf68af2d,sourceCode/maven-project/src/main/java/org/apache/maven/project/artifact/ActiveProjectArtifact.java,default,1
0e5015360b800b93729e086c3ab0f8242e7abde1,sourceCode/maven-core/src/main/java/org/apache/maven/plugin/PluginParameterExpressionEvaluator.java,default,1
